Level	Date and Time	Source	Event ID	Task Category
Information	15/12/2015 14:34:13	Microsoft-Windows-FilterManager	6	None	File System Filter 'npsvctrig' (10.0, ‎2015‎-‎10‎-‎30T02:40:23.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:34:13	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileCrypt' (10.0, ‎2015‎-‎10‎-‎30T02:37:49.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:34:12	Microsoft-Windows-Ntfs	98	None	Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information	15/12/2015 14:34:12	Microsoft-Windows-FilterManager	6	None	File System Filter 'WdFilter' (10.0, ‎2015‎-‎10‎-‎30T02:34:35.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:34:12	Microsoft-Windows-FilterManager	6	None	File System Filter 'Wof' (10.0, ‎2015‎-‎10‎-‎30T02:38:16.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:34:12	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileInfo' (10.0, ‎2015‎-‎10‎-‎30T02:37:17.000000000Z) has successfully loaded and registered with Filter Manager.
Information	15/12/2015 14:34:11	Microsoft-Windows-Kernel-Boot	32	None	The bootmgr spent 0 ms waiting for user input.
Information	15/12/2015 14:34:11	Microsoft-Windows-Kernel-Boot	18	None	There are 0x1 boot options on this system.
Information	15/12/2015 14:34:11	Microsoft-Windows-Kernel-Boot	25	None	The boot menu policy was 0x1.
Information	15/12/2015 14:34:11	Microsoft-Windows-Kernel-Boot	27	None	The boot type was 0x0.
Information	15/12/2015 14:34:11	Microsoft-Windows-Kernel-Boot	20	None	The last shutdown's success status was true. The last boot's success status was true.
Information	15/12/2015 14:34:11	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2015‎-‎12‎-‎15T14:34:11.487528600Z.
Information	15/12/2015 14:34:08	Microsoft-Windows-Kernel-General	13	None	The operating system is shutting down at system time ‎2015‎-‎12‎-‎15T14:34:08.683092200Z.
Information	15/12/2015 14:34:07	Microsoft-Windows-Kernel-Power	109	(103)	"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information	15/12/2015 14:34:19	EventLog	6013	None	The system uptime is 6 seconds.
Information	15/12/2015 14:34:19	EventLog	6005	None	The Event log service was started.
Information	15/12/2015 14:34:19	EventLog	6009	None	Microsoft (R) Windows (R) 10.00. 10586  Multiprocessor Free.
Information	15/12/2015 14:34:02	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	15/12/2015 14:34:02	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	15/12/2015 14:34:02	EventLog	6006	None	The Event log service was stopped.
Information	15/12/2015 14:33:56	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Error	15/12/2015 14:33:54	Microsoft-Windows-DistributedCOM	10010	None	The server CortanaUI.AppXtpp90jhw9p0njjb85kvhxpppgrqfp117.mca did not register with DCOM within the required timeout.
Error	15/12/2015 14:33:50	Service Control Manager	7031	None	The Sync Host_7c39a service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 10000 milliseconds: Restart the service.
Error	15/12/2015 14:33:50	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	15/12/2015 14:33:49	User32	1074	None	"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-A5MB3PB) has initiated the restart of computer DESKTOP-A5MB3PB on behalf of user DESKTOP-A5MB3PB\Graeme for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information	15/12/2015 14:33:43	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.People_8wekyb3d8bbwe\Microsoft.People_10.0.2840.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:33:39	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	15/12/2015 14:33:31	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsCalculator_8wekyb3d8bbwe\Microsoft.WindowsCalculator_10.1510.9020.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:33:19	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsMaps_8wekyb3d8bbwe\Microsoft.WindowsMaps_4.1509.50911.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:33:10	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsPhone_8wekyb3d8bbwe\Microsoft.WindowsPhone_10.1510.9010.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:33:02	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsSoundRecorder_8wekyb3d8bbwe\Microsoft.WindowsSoundRecorder_10.1510.12110.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:32:51	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\Microsoft.ZuneVideo_3.6.13251.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:32:31	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Microsoft.SkypeApp_3.2.1.0_x86__kzf8qxf38zg5c\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:32:30	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.NET.Native.Framework.1.0_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:32:29	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.NET.Native.Runtime.1.0_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:32:04	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\Microsoft.WindowsAlarms_10.1510.12020.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:31:52	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	15/12/2015 14:30:39	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Twitter
Information	15/12/2015 14:30:27	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\9E2F88E3.Twitter_wgeqdkkx372wm\9E2F88E3.Twitter_4.3.1.0_x86__wgeqdkkx372wm\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:30:21	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Twitter
Information	15/12/2015 14:30:21	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Microsoft .Net Native Framework Package 1.2.23205.0
Information	15/12/2015 14:30:16	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Microsoft .Net Native Framework Package 1.2.23205.0
Information	15/12/2015 14:30:16	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Microsoft .Net Native Runtime Package 1.1.23101.0
Information	15/12/2015 14:30:15	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.NET.Native.Framework.1.2_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:29:58	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Microsoft .Net Native Runtime Package 1.1.23101.0
Information	15/12/2015 14:29:30	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15/12/2015 14:29:15	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15/12/2015 14:29:09	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15/12/2015 14:29:07	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	15/12/2015 14:29:06	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Windows\System32\SMI\Store\Machine\SCHEMA.DAT was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:29:05	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15/12/2015 14:29:00	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15/12/2015 14:28:59	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	15/12/2015 14:28:55	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15/12/2015 14:28:53	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	15/12/2015 14:21:33	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	15/12/2015 14:18:49	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	15/12/2015 14:17:43	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	15/12/2015 14:17:40	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver prnhpcl1.inf_amd64_ac4058baa95eef39\prnhpcl1.inf for Device Instance ID SWD\PRINTENUM\WSD-311B0343-1445-4EF2-9704-13A7F6602832.003A with the following status: 0x0.
Information	15/12/2015 14:17:33	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver wsdprint.inf_amd64_1269564841c36034\wsdprint.inf for Device Instance ID SWD\DAFWSDPROVIDER\UUID:1C852A4D-B800-1F08-ABCD-0025B3035D8E/HTTP://WWW.HP.COM/SCHEMAS/IMAGING/CON/LEDM/DISCOVERYTREE/2007/07/01 with the following status: 0x0.
Information	15/12/2015 14:17:32	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  WSD Print Support
Service File Name:  \SystemRoot\System32\drivers\WSDPrint.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	15/12/2015 14:17:30	Service Control Manager	7040	None	The start type of the Device Association Service service was changed from demand start to auto start.
Information	15/12/2015 14:16:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Windows.PurchaseDialog_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Windows.PrintDialog_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Windows.MiracastView_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Windows.ContactSupport_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.ZuneMusic_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.XboxIdentityProvider_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:54	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:54	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsFeedback_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:54	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:54	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.SecondaryTileExperience_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:54	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.ParentalControls_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:54	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:54	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Getstarted_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.BingNews_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.BingFinance_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.AccountsControl_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:16:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:52	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:51	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:45	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Getstarted_8wekyb3d8bbwe\Microsoft.Getstarted_2.3.7.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:41	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.ZuneMusic_8wekyb3d8bbwe\Microsoft.ZuneMusic_3.6.13251.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:40	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\Microsoft.XboxApp_9.9.30030.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Microsoft.WindowsStore_2015.10.13.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:38	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\Microsoft.WindowsCamera_2015.1071.40.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:36	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:35	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Microsoft.Windows.Photos_15.1001.16470.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:34	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Microsoft.BingWeather_4.6.169.0_x86__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:32	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:32	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.BingNews_8wekyb3d8bbwe\Microsoft.BingNews_4.6.169.0_x86__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:31	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.BingFinance_8wekyb3d8bbwe\Microsoft.BingFinance_4.6.169.0_x86__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:30	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.NET.Native.Framework.1.1_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:30	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.NET.Native.Runtime.1.1_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:25	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\microsoft.windowscommunicationsapps_17.6308.42271.0_x64__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:15:20	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.VCLibs.140.00_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:01	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:15:00	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	15/12/2015 14:14:52	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Windows.PurchaseDialog_cw5n1h2txyewy\Windows.PurchaseDialog_6.2.0.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:47	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Windows.ContactSupport_cw5n1h2txyewy\Windows.ContactSupport_10.0.10586.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:47	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.XboxIdentityProvider_cw5n1h2txyewy\Microsoft.XboxIdentityProvider_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:46	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\Microsoft.XboxGameCallableUI_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:43	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.WindowsFeedback_cw5n1h2txyewy\Microsoft.WindowsFeedback_10.0.10586.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:42	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.SecondaryTileExperience_cw5n1h2txyewy\Microsoft.Windows.SecondaryTileExperience_10.0.0.0_neutral__cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:41	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.ParentalControls_cw5n1h2txyewy\Microsoft.Windows.ParentalControls_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:40	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Microsoft.Windows.ContentDeliveryManager_10.0.10586.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy\Microsoft.Windows.AssignedAccessLockApp_1000.10586.0.0_neutral_neutral_cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Microsoft.MicrosoftEdge_25.10586.0.0_neutral__8wekyb3d8bbwe\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15/12/2015 14:14:37	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\Graeme\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Microsoft.LockApp_10.0.10586.0_neutral__cw5n1h2txyewy\ActivationStore\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
