Level	Date and Time	Source	Event ID	Task Category
Information	9/14/2016 5:17:51 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.zunemusic_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:51 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.xboxidentityprovider_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:51 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.xboxgamecallableui_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:51 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.windowsfeedbackhub_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:51 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.windowscamera_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.windowsalarms_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.windows.secureassessmentbrowser_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.windows.secondarytileexperience_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.windows.parentalcontrols_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.windows.assignedaccesslockapp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.windows.apprep.chxapp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.ppiprojection_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.networkspeedtest_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.messaging_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.lockapp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 6 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.getstarted_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.desktopappinstaller_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.commsphone_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 6 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.bioenrollment_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\microsoft.accountscontrol_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:50 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\lastpass.lastpass_qq0fmhteeht3j\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/14/2016 5:17:33 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎14T23:17:33.956000000Z from ‎2016‎-‎09‎-‎14T23:17:33.957092100Z.

Change Reason: An application or system component changed the time."
Information	9/14/2016 5:17:33 PM	Microsoft-Windows-Time-Service	35	None	The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.169.179.91:123).
Information	9/14/2016 5:17:19 PM	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.169.179.91:123).
Information	9/14/2016 5:17:17 PM	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	9/14/2016 5:16:15 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	9/14/2016 5:03:23 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	9/14/2016 4:55:51 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	9/14/2016 4:55:31 PM	Microsoft-Windows-Kernel-General	15	None	Hive \??\C:\Windows\System32\SMI\Store\Machine\SCHEMA.DAT was reorganized with a starting size of 12615680 bytes and an ending size of 11808768 bytes.
Information	9/14/2016 4:54:25 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver mg6200p6.inf_amd64_674e6c01a4a8adc7\mg6200p6.inf for Device Instance ID SWD\PRINTENUM\WSD-029171D4-142E-42C9-863B-90073041BD8D.0032 with the following status: 0x0.
Information	9/14/2016 4:54:13 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	9/14/2016 4:53:50 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/14/2016 4:53:47 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/14/2016 4:53:47 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/14/2016 4:53:47 PM	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.227.2343.0)
Information	9/14/2016 4:53:36 PM	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Definition Update for Windows Defender - KB2267602 (Definition 1.227.2343.0)
Information	9/14/2016 4:53:24 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/14/2016 4:53:04 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 8 keys and creating 1 modified pages.
Information	9/14/2016 4:53:04 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/14/2016 4:52:43 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver pnpxrtr.inf_amd64_39a7caf749e3fcec\pnpxrtr.inf for Device Instance ID SWD\DAFUPNPPROVIDER\UUID:3FC08023-E459-B6FF-355D-57AFE68074FF with the following status: 0x0.
Information	9/14/2016 4:52:42 PM	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	9/14/2016 4:51:55 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Windows\System32\config\COMPONENTS was cleared updating 70166 keys and creating 8673 modified pages.
Information	9/14/2016 4:51:43 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver prncacla.inf_amd64_b62d982f43099a77\prncacla.inf for Device Instance ID SWD\PRINTENUM\WSD-029171D4-142E-42C9-863B-90073041BD8D.0032 with the following status: 0x0.
Information	9/14/2016 4:51:40 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver digitalmediadevice.inf_amd64_4752f8af9cd0a4d7\digitalmediadevice.inf for Device Instance ID SWD\DAFUPNPPROVIDER\UUID:0C845880-00D2-1000-800A-1C5A3ECCCCA7 with the following status: 0x0.
Information	9/14/2016 4:51:40 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver wsdprint.inf_amd64_222e89803e8e1522\wsdprint.inf for Device Instance ID SWD\DAFWSDPROVIDER\URN:UUID:00000000-0000-1000-8000-2C9EFC144A5D/HTTP://SCHEMAS.CANON.COM/PRINTER with the following status: 0x0.
Information	9/14/2016 4:51:40 PM	Service Control Manager	7040	None	The start type of the Windows Image Acquisition (WIA) service was changed from demand start to auto start.
Information	9/14/2016 4:51:40 PM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  WSD Print Support
Service File Name:  \SystemRoot\System32\drivers\WSDPrint.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	9/14/2016 4:51:39 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver wsdscdrv.inf_amd64_6d8a035cca0f822d\wsdscdrv.inf for Device Instance ID SWD\DAFWSDPROVIDER\URN:UUID:00000000-0000-1000-8000-2C9EFC144A5D/HTTP://SCHEMAS.CANON.COM/SCANNER with the following status: 0x0.
Information	9/14/2016 4:51:39 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service WSDScan for Device Instance ID SWD\DAFWSDPROVIDER\URN:UUID:00000000-0000-1000-8000-2C9EFC144A5D/HTTP://SCHEMAS.CANON.COM/SCANNER with the following status: 0.
Information	9/14/2016 4:51:39 PM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  WSD Scan Support
Service File Name:  \SystemRoot\system32\DRIVERS\WSDScan.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	9/14/2016 4:51:35 PM	Service Control Manager	7040	None	The start type of the Device Association Service service was changed from demand start to auto start.
Information	9/14/2016 4:51:07 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	9/14/2016 4:51:03 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	9/14/2016 4:48:56 PM	Microsoft-Windows-Kernel-General	15	None	Hive \SystemRoot\System32\config\DRIVERS was reorganized with a starting size of 6164480 bytes and an ending size of 6176768 bytes.
Information	9/14/2016 4:48:49 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\1508E719.MLB.TV_9h0pwecjjphwj\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information	9/14/2016 4:48:18 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 192 keys and creating 24 modified pages.
Information	9/14/2016 4:48:14 PM	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2016‎-‎09‎-‎14T01:02:03.457506200Z
Wake Time: ‎2016‎-‎09‎-‎14T22:48:12.279739100Z

Wake Source: Unknown"
Information	9/14/2016 4:48:13 PM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	9/14/2016 4:48:12 PM	Microsoft-Windows-Kernel-Boot	27	(33)	The boot type was 0x2.
Information	9/14/2016 4:48:12 PM	Microsoft-Windows-Kernel-Boot	25	(32)	The boot menu policy was 0xF00E0.
Information	9/14/2016 4:48:12 PM	Microsoft-Windows-Kernel-Boot	32	None	The bootmgr spent 0 ms waiting for user input.
Information	9/14/2016 4:48:12 PM	Microsoft-Windows-Kernel-Boot	18	None	There are 0x1 boot options on this system.
Information	9/14/2016 4:48:12 PM	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Information	9/14/2016 4:48:10 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎14T22:48:10.500000000Z from ‎2016‎-‎09‎-‎14T01:02:19.771837600Z.

Change Reason: System time synchronized with the hardware clock."
Information	9/13/2016 7:02:19 PM	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	9/14/2016 4:48:11 PM	EventLog	6013	None	The system uptime is 251050 seconds.
Information	9/13/2016 7:02:10 PM	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Hibernate from Sleep - Fixed Timeout"
Information	9/13/2016 7:02:03 PM	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2016‎-‎09‎-‎14T01:02:03.457506200Z
Wake Time: ‎2016‎-‎09‎-‎14T01:02:02.567946600Z

Wake Source: S4 Doze to Hibernate"
Information	9/13/2016 7:02:03 PM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	9/13/2016 7:02:02 PM	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 6, FullResume: 433, AverageResume: 431
Information	9/13/2016 7:02:01 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎14T01:02:01.500000000Z from ‎2016‎-‎09‎-‎13T22:02:04.575906900Z.

Change Reason: System time synchronized with the hardware clock."
Information	9/13/2016 4:02:04 PM	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	9/13/2016 4:02:01 PM	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Application API"
Error	9/13/2016 4:01:56 PM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	9/13/2016 3:58:21 PM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	9/13/2016 3:47:06 PM	Netwtw04	5010	None	"The description for Event ID 5010 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Warning	9/13/2016 3:46:51 PM	Microsoft-Windows-NDIS	10400	None	"The network interface ""Intel(R) Dual Band Wireless-AC 7265"" has begun resetting.  There will be a momentary disruption in network connectivity while the hardware resets.
Reason: The network driver requested that it be reset.
This network interface has reset 4 time(s) since it was last initialized."
Information	9/13/2016 3:46:51 PM	Netwtw04	5005	None	"The description for Event ID 5005 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/13/2016 3:46:51 PM	Netwtw04	5005	None	"The description for Event ID 5005 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/13/2016 3:20:41 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver wpdfs.inf_amd64_4b4cfcfa114bdc22\wpdfs.inf for Device Instance ID SWD\WPDBUSENUM\_??_USBSTOR#DISK&VEN_GENERAL&PROD_UDISK&REV_5.00#6&846BB57&0&_&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B} with the following status: 0x0.
Information	9/13/2016 3:20:41 PM	Microsoft-Windows-WPDClassInstaller	24579	Driver Post-Install Configuration	Autoplay registration was skipped for device %1.
Information	9/13/2016 3:20:41 PM	Microsoft-Windows-WPDClassInstaller	24577	Driver Post-Install Configuration	Media player and imaging program compatibility layers were successfully registered for device %1. Layer bits %2 were requested, layer bits %3 were registered.
Information	9/13/2016 3:20:41 PM	Microsoft-Windows-WPDClassInstaller	24576	Driver Installation	Drivers were successfully installed for device WPD Device.
Information	9/13/2016 3:20:40 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service WUDFWpdFs for Device Instance ID SWD\WPDBUSENUM\_??_USBSTOR#DISK&VEN_GENERAL&PROD_UDISK&REV_5.00#6&846BB57&0&_&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B} with the following status: 0.
Information	9/13/2016 3:20:40 PM	Microsoft-Windows-DriverFrameworks-UserMode	10100	Installation or update of device drivers.	The driver package installation has succeeded.
Information	9/13/2016 3:20:40 PM	Microsoft-Windows-DriverFrameworks-UserMode	10002	Installation or update of device drivers.	The UMDF service WpdFs (CLSID {112DE495-AC4C-46F8-B663-6A4266C53313}) was upgraded.  It requires framework version 2.19.0 or higher.
Information	9/13/2016 3:20:40 PM	Microsoft-Windows-DriverFrameworks-UserMode	10000	Installation or update of device drivers.	A driver package which uses user-mode driver framework version 2.19.0 is being installed on device SWD\WPDBUSENUM\_??_USBSTOR#DISK&VEN_GENERAL&PROD_UDISK&REV_5.00#6&846BB57&0&_&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}.
Warning	9/13/2016 3:17:46 PM	Microsoft-Windows-NDIS	10400	None	"The network interface ""Intel(R) Dual Band Wireless-AC 7265"" has begun resetting.  There will be a momentary disruption in network connectivity while the hardware resets.
Reason: The network driver requested that it be reset.
This network interface has reset 3 time(s) since it was last initialized."
Information	9/13/2016 3:17:46 PM	Netwtw04	5005	None	"The description for Event ID 5005 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/13/2016 3:17:46 PM	Netwtw04	5005	None	"The description for Event ID 5005 from source Netwtw04 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP31
Intel(R) Dual Band Wireless-AC 7265

The specified resource type cannot be found in the image file
"
Information	9/13/2016 3:09:35 PM	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2016‎-‎09‎-‎13T19:25:40.795902900Z
Wake Time: ‎2016‎-‎09‎-‎13T21:09:34.600863100Z

Wake Source: Power Button"
Information	9/13/2016 3:09:35 PM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	9/13/2016 3:09:34 PM	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 5, FullResume: 431, AverageResume: 431
Information	9/13/2016 3:09:33 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎13T21:09:33.500000000Z from ‎2016‎-‎09‎-‎13T19:25:48.826269200Z.

Change Reason: System time synchronized with the hardware clock."
Information	9/13/2016 1:25:48 PM	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	9/13/2016 1:25:43 PM	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	9/13/2016 12:57:13 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎13T18:57:13.113000000Z from ‎2016‎-‎09‎-‎13T18:57:13.113875300Z.

Change Reason: An application or system component changed the time."
Information	9/13/2016 12:57:13 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎13T18:57:13.114000000Z from ‎2016‎-‎09‎-‎13T18:57:13.115485500Z.

Change Reason: An application or system component changed the time."
Information	9/13/2016 12:57:13 PM	Microsoft-Windows-Time-Service	35	None	The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.85.70.43:123).
Information	9/13/2016 12:57:13 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎13T18:57:13.114961700Z from ‎2016‎-‎09‎-‎13T18:57:15.527823000Z.

Change Reason: An application or system component changed the time."
Information	9/13/2016 12:57:04 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\5e8fc25e.xododocs_3v3sf0k6w2rec\Settings\settings.dat was cleared updating 4 keys and creating 1 modified pages.
Information	9/13/2016 12:57:04 PM	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\AndyL\AppData\Local\Packages\34791e63.canoninkjetprintutility_6e5tt8cgb93ep\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information	9/13/2016 12:57:01 PM	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.85.70.43:123).
Information	9/13/2016 12:56:59 PM	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	9/13/2016 12:56:03 PM	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2016‎-‎09‎-‎13T18:50:34.675138100Z
Wake Time: ‎2016‎-‎09‎-‎13T18:56:01.543929500Z

Wake Source: Device -Intel(R) USB 3.0 eXtensible Host Controller - 1.0 (Microsoft)"
Information	9/13/2016 12:56:01 PM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	9/13/2016 12:56:01 PM	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 4, FullResume: 430, AverageResume: 431
Information	9/13/2016 12:56:00 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎13T18:56:00.500000000Z from ‎2016‎-‎09‎-‎13T18:50:42.625253200Z.

Change Reason: System time synchronized with the hardware clock."
Information	9/13/2016 12:50:42 PM	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	9/13/2016 12:50:39 PM	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Button or Lid"
Error	9/13/2016 12:50:35 PM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	9/13/2016 12:43:30 PM	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2016‎-‎09‎-‎13T18:32:01.431422200Z
Wake Time: ‎2016‎-‎09‎-‎13T18:43:29.658882300Z

Wake Source: Power Button"
Information	9/13/2016 12:43:30 PM	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	9/13/2016 12:43:29 PM	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 3, FullResume: 431, AverageResume: 431
Information	9/13/2016 12:43:28 PM	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2016‎-‎09‎-‎13T18:43:28.500000000Z from ‎2016‎-‎09‎-‎13T18:32:06.308874200Z.

Change Reason: System time synchronized with the hardware clock."
Information	9/13/2016 12:32:06 PM	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	9/13/2016 12:32:03 PM	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Button or Lid"
Error	9/13/2016 12:31:58 PM	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	9/13/2016 12:07:44 PM	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name outlook.office365.com timed out after none of the configured DNS servers responded.
